member_id,signup_date,age,gender,city,country,membership_type,contract_length_months,monthly_fee,signup_channel,tenure_months,avg_weekly_visits,group_classes_attended,personal_training_sessions,distance_km_to_gym,has_mobile_app,satisfaction_score,late_payments_12m,referred_friends,exit_survey_completed,churned
NF-101606,2022-07-14,30.0,Female,Austin,United States,Basic,1,$29.00,Mobile App,18,4.58,14,10,11.47,Yes,8.0,0,1,0,0
NF-101109,2021-01-24,28.0,Female,Columbus,United States,Plus,6,$49.00,Mobile App,1,2.28,6,0,8.15,Yes,7.0,1,0,0,0
NF-101161,2021-02-12,41.0, Male,Denver,United States,Basic,1,$29.00,Website,1,2.76,9,0,1.2,No,,0,0,0,0
NF-101132,2021-01-26,51.0,Female,Columbus,United States,Basic,12,$29.00,Mobile App,1,1.52,6,0,3.55,Yes,7.0,0,0,0,0
NF-100459,2021-09-17,37.0,MALE,Denver,United States,Basic,6,$34.00,Mobile App,9,3.86,13,21,2.09,No,5.0,0,1,0,0
NF-100025,2023-09-11,36.0,F,Columbus,United States,Plus,12,$49.00,Walk-in,32,1.51,4,0,,Yes,6.0,1,1,1,1
NF-100961,2023-08-04,30.0,Female,Portland,United States,Plus,12,$45.00,Walk-in,31,2.16,7,0,5.14,Yes,7.0,0,0,0,0
NF-100597,2021-04-17,22.0,Female,Raleigh,United States,Premium,12,$75.00,Mobile App,3,2.4,8,0,1.54,Yes,6.0,0,0,0,0
NF-102234,2022-12-31,41.0,Male,Austin,United States,Plus,12,$49.00,Mobile App,24,2.31,7,0,,Yes,8.0,0,0,0,0
NF-101627,2022-09-26,52.0,Female,Denver,United States,Premium,12,$79.00,Mobile App,21,1.02,3,0,0.89,Yes,7.0,2,0,0,0
NF-101919,2021-04-17,,Male,Austin,United States,Basic,1,$29.00,Referral,3,3.08,11,0,4.4,Yes,8.0,0,2,0,0
NF-101860,2022-05-13,50.0,F,Portland,United States,Plus,12,$49.00, ,16,1.28,4,0,3.34,Yes,8.0,1,0,1,1
NF-100160,2022-05-30,42.0,Male,Columbus,United States,Basic,6,$29.00,Website,17,1.07,6,2,4.93,No,5.0,0,0,0,0
NF-100250,2023-04-26,46.0,F,Austin,United States,Basic,12,$29.00,Website,28,1.34,4,6,1.22,Yes,6.0,0,0,0,0
NF-900010,2021-11-02,37.0,Male,Denver,United States,Basic,1,$29.00,Website,11,1.9,5,3,1.61,Yes,7.0,1,1,0,0
NF-102495,2022-03-21,46.0,Female,Portland,United States,Plus,6,$54.00,Referral,15,2.43,10,0,1.76,Yes,8.0,0,0,0,0
NF-100532,2023-02-18,76.0,Male,Austin,United States,Plus,12,$49.00,Mobile App,26,2.48,9,0,10.25,Yes,7.0,0,1,0,0
NF-102345,2021-12-05,35.0,F,Austin,United States,Basic,1,$25.00,Mobile App,11,2.06,6,0,7.54,Yes,7.0,0,0,0,0
NF-101402,2021-02-28,43.0,F,Denver,United States,Plus,6,$49.00,Mobile App,2,1.53,5,0,3.14,No,3.0,0,0,0,0
NF-102339,2022-08-06,17.0,Male,Denver,United States,Basic,1,$29.00,Walk-in,19,2.29,8,0,1.03,Yes,6.0,1,0,1,1
NF-101069,2022-03-15,31.0,Male,Portland,United States,Basic,6,$29.00,Walk-in,14,2.6,8,15,4.56,Yes,8.0,1,1,0,0
NF-102589,2021-12-16,27.0,Female,Denver,United States,Basic,12,$29.00,Mobile App,11,0.86,4,0,3.5,No,,3,0,1,1
NF-102348,2021-12-23,39.0,female,Raleigh,United States,Basic,1,$29.00,Walk-in,12,3.12,8,0,2.88,Yes,7.0,0,0,0,0
NF-101943,2021-05-11,24.0,F ,Austin,United States,Plus,6,$49.00,Walk-in,4,3.03,11,0,3.98,Yes,7.0,0,3,0,0
NF-100934,2022-06-27,31.0, Male,Columbus,United States,Basic,6,$29.00,Website,18,2.12,8,0,2.71,Yes,5.0,0,0,0,0
NF-102432,2021-05-07,48.0,Male,Portland,United States,Basic,1,$29.00,Referral,4,2.38,9,0,5.48,Yes,4.0,1,0,0,0
NF-102042,2023-04-16,33.0,Male,Austin,United States,Plus,12,$49.00,Walk-in,27,1.7,3,2,1.2,No,6.0,0,0,0,0
NF-100877,2022-06-01,28.0,male,Austin,United States,Basic,1,$29.00,Website,17,3.82,14,0,1.46,Yes,,0,1,0,0
NF-102175,2021-03-04,35.0,Female,Raleigh,United States,Premium,24,$75.00,Website,2,5.09,16,0,5.42,Yes,9.0,0,3,0,0
NF-100022,2021-11-30,30.0,Male,Columbus,United States,Basic,1,$29.00,Partner Promo,11,1.99,7,0,2.8,No,7.0,0,0,0,0
NF-102637,2021-12-31,56.0,Female,Austin,United States,Plus,12,$49.00,Mobile App,12,2.17,7,4,1.66,Yes,6.0,2,0,0,0
NF-100980,2021-05-02,16.0,F,Raleigh,United States,Basic,1,$29.00,Website,4,3.79,12,0,5.53,Yes,10.0,0,1,0,0
NF-100377,2022-07-10,30.0,F,Austin,United States,Plus,12,$54.00,Website,18,2.22,7,2,3.07,No,7.0,1,0,0,0
NF-101192,2021-12-07,46.0,M,Denver,United States,Basic,12,$29.00,Walk-in,11,88.0,5,0,5.6,No,3.0,0,0,1,1
NF-102135,2023-08-03,43.0,Prefer not to say,Austin,United States,Premium,12,$79.00,Mobile App,31,1.42,5,0,11.51,Yes,6.0,0,0,0,1
NF-100202,2022-10-15,27.0,female,Denver,United States,Plus,12,$45.00,Website,21,1.1,4,0,1.06,Yes,6.0,1,0,1,1
NF-101386,2022-01-16,50.0,Other,Austin,United States,Plus,12,$49.00,Mobile App,12,1.53,7,0,2.15,Yes,7.0,0,1,0,0
NF-101961,2022-11-07,38.0,M,Denver,United States,Plus,6,$49.00,Walk-in,22,1.04,4,0,1.45,No,,2,0,1,1
NF-100350,2021-01-08,56.0,Female,Austin,United States,Premium,12,$79.00,Mobile App,1,0.55,4,0,1.78,Yes,5.0,1,0,1,1
NF-101998,2022-07-29,19.0,male,Raleigh,United States,Basic,1,$29.00,Website,19,2.29,8,0,0.94,Yes,5.0,0,0,1,1
NF-101369,2023-09-17,20.0,Male,Portland,United States,Plus,6,$49.00,Website,33,2.27,6,0,3.38,Yes,6.0,0,0,0,0
NF-100322,2023-07-14,45.0,Male,Denver,United States,Basic,12,$29.00,Referral,30,1.35,5,2,9.11,Yes,6.0,0,0,0,0
NF-100540,2021-02-20,50.0,Female,Austin,United States,Plus,6,$45.00,Website,2,2.41,7,2,0.89,Yes,8.0,0,0,0,1
NF-101604,2022-01-12,31.0,M,Austin,United States,Plus,12,$49.00,Website,12,2.41,8,0,2.24,Yes,8.0,0,0,0,0
NF-101107,2022-04-25,32.0,M,Portland,United States,Basic,12,$29.00,Website,16,1.04,4,1,1.24,Yes,,3,0,0,1
NF-101389,2022-06-18,31.0,Male,Austin,United States,Premium,24,$75.00,Walk-in,18,1.71,5,0,2.69,Yes,,1,0,0,0
NF-101358,2021-05-29,55.0,Male,Austin,United States,Premium,12,$79.00,Website,5,1.21,4,4,3.87,Yes,7.0,0,0,1,1
NF-101885,2021-07-13,26.0,FEMALE,Denver,United States,Plus,12,$45.00,Website,6,1.97,6,0,2.11,Yes,7.0,0,1,1,1
NF-102627,2021-07-08,51.0,M,Portland,United States,Premium,24,$79.00,Website,6,2.04,7,0,2.67,Yes,8.0,0,0,0,0
NF-100072,2022-11-10,43.0,M,Austin,United States,Plus,6,$45.00,Website,22,1.15,4,2,7.29,No,6.0,2,0,0,0
NF-102313,2021-02-10,48.0,FEMALE,Denver,United States,Plus,12,$49.00,Website,1,2.65,8,0,6.93,No,6.0,0,0,0,0
NF-100398,2022-10-26,34.0,MALE,Columbus,United States,Premium,24,$79.00,Website,22,1.28,4,0,2.03,No,4.0,2,0,0,0
NF-102995,2022-05-25,54.0,Female,Denver,United States,Basic,12,$34.00,Walk-in,17,3.11,9,0,7.99,No,7.0,0,1,0,0
NF-101839,2021-05-20,34.0,Female,Portland,United States,Basic,6,$25.00,Website,5,3.05,9,0,1.37,Yes,10.0,0,1,0,0
NF-102684,2022-10-26,23.0,Female,Austin,United States,Plus,12,$49.00,Walk-in,22,1.94,8,4,2.31,Yes,7.0,0,0,0,0
NF-101767,2023-09-15,33.0,female,Denver,United States,Plus,24,$49.00,Website,32,1.25,6,0,3.12,No,6.0,0,0,0,0
NF-101157,2021-11-25,21.0,F,Austin,United States,Premium,12,$84.00,Website,11,2.6,8,7,4.01,No,6.0,1,0,0,0
NF-100883,2021-03-28,41.0,FEMALE,Raleigh,United States,Basic,1,$34.00,Website,3,1.87,6,0,0.86,Yes,6.0,0,0,0,0
NF-102625,2022-02-23,24.0,M,Austin,United States,Basic,1,$29.00,Walk-in,14,1.39,5,0,1.56,No,,0,1,0,0
NF-101536,2023-01-06,27.0,M,Columbus,United States,Basic,1,$34.00,Website,24,2.08,5,2,2.32,Yes,6.0,1,0,0,0
NF-100006,2022-08-02,32.0,F,Boise,United States,Premium,12,$79.00,Website,19,4.91,17,0,2.57,Yes,,1,0,0,0
NF-102744,2021-11-30,29.0,F ,Austin,United States,Basic,1,$25.00,Mobile App,11,1.7,5,0,1.96,Yes,8.0,0,0,0,0
NF-100038,2021-10-06,50.0,Male,Columbus,United States,Plus,12,$49.00,Walk-in,9,2.09,7,2,2.34,No,5.0,0,0,0,0
NF-101279,2021-07-02,34.0,Female,Austin,United States,Basic,12,$29.00,Walk-in,6,1.17,4,0,3.22,No,4.0,0,0,0,0
NF-101361,2022-12-23,39.0,female,Portland,United States,Plus,6,$49.00,Mobile App,24,1.7,3,7,4.4,Yes,5.0,0,0,0,0
NF-101271,2022-06-11,49.0,F,Austin,United States,Basic,12,$34.00,Website,17,2.04,8,5,7.22,Yes,7.0,0,1,0,0
NF-102455,2021-08-09,36.0,M,Austin,United States,Plus,1,$49.00,Referral,7,1.3,5,0,1.93,No,6.0,1,0,1,1
NF-102527,2023-05-14,47.0,Male,Austin,United States,Basic,6,$29.00,Website,28,1.82,4,0,1.73,No,6.0,1,1,0,0
NF-100454,2022-02-02,32.0,F,Raleigh,United States,Premium,24,$79.00,Referral,13,3.23,10,0,5.05,Yes,6.0,0,3,0,0
NF-102713,2021-07-01,20.0,Female,Portland,United States,Premium,12,$79.00,Website,6,1.72,6,0,16.75,No,,0,0,1,1
NF-101577,2021-05-29,16.0,F,Denver,United States,Plus,12,$49.00,Website,5,2.13,7,0,1.61,No,7.0,0,0,0,0
NF-100603,2021-07-06,34.0,M,Raleigh,United States,Basic,1,$29.00,Mobile App,6,2.92,11,0,,Yes,5.0,0,1,0,0
NF-101722,2023-03-04,25.0,Male,Columbus,United States,Plus,24,$49.00,Walk-in,26,0.97,4,0,3.25,No,4.0,1,0,0,0
NF-100979,2022-07-26,27.0,Male,Columbus,United States,Basic,1,$25.00,Referral,19,2.2,6,3,3.96,No,8.0,0,2,0,0
NF-102642,2023-02-28,25.0,M,Boise,United States,Basic,6,$29.00,Website,26,1.19,3,0,,No,,2,0,1,1
NF-100551,2021-04-17,28.0,Male,Austin,United States,Basic,6,$25.00,Mobile App,3,2.99,9,5,1.79,Yes,7.0,0,1,0,0
NF-100388,2021-02-17,36.0,F,Raleigh,United States,Plus,24,$54.00,Website,2,1.81,4,2,7.35,Yes,5.0,0,0,1,1
NF-102873,2023-09-26,41.0,female,Columbus,United States,Premium,12,$84.00,Mobile App,33,2.94,9,12,6.77,Yes,,1,1,0,0
NF-102332,2021-08-01,35.0,Female,Portland,United States,Plus,12,$45.00,Walk-in,7,3.21,10,1,6.92,No,9.0,0,1,0,0
NF-101737,2021-07-09,37.0,F,Columbus,United States,Basic,6,$34.00,Website,6,2.94,9,0,1.06,Yes,9.0,0,2,0,0
NF-100346,2021-09-07,32.0,Female,Denver,United States,Plus,6,$49.00,Referral,8,3.31,13,0,4.26,Yes,7.0,0,1,0,0
NF-102722,2023-04-20,33.0,Male,Columbus,United States,Basic,1,$34.00,Referral,28,1.76,5,0,3.74,No,6.0,0,0,0,0
NF-102035,2022-11-15,63.0,female,Portland,United States,Basic,1,$29.00,Website,22,1.86,8,0,2.22,Yes,,3,0,1,1
NF-101910,2021-09-06,17.0,Female,Austin,United States,Plus,12,$49.00,Mobile App,8,1.4,4,0,1.09,No,8.0,1,1,0,0
NF-101748,2022-06-07,50.0,Male,Denver,United States,Plus,12,$49.00,Mobile App,17,0.73,4,0,1.27,Yes,4.0,0,0,0,0
NF-102824,2021-12-04,53.0,female,Portland,United States,Plus,12,$49.00,Mobile App,11,3.22,11,11,3.52,No,6.0,0,0,0,0
NF-100685,2021-08-11,16.0,Female,Raleigh,United States,Premium,12,$84.00,Partner Promo,7,1.0,3,1,2.5,No,6.0,1,0,1,1
NF-101097,2022-11-24,26.0,Male,Denver,United States,Plus,12,$49.00,Mobile App,23,0.98,3,0,7.77,Yes,5.0,-1,0,0,0
NF-101568,2021-03-05,45.0,Female,Austin,United States,Basic,12,$25.00,Referral,2,3.07,9,0,2.91,Yes,8.0,0,1,0,0
NF-100392,2021-03-31,29.0,male,Austin,United States,Basic,12,$29.00,Walk-in,3,0.73,3,0,4.32,No,,0,0,1,0
NF-101462,2021-02-26,54.0,Female,Austin,United States,Plus,6,$49.00,Mobile App,2,1.32,5,3,1.04,Yes,7.0,1,0,1,1
NF-101831,2022-10-30,45.0,Other,Denver,United States,Plus,1,$49.00,Mobile App,22,2.04,6,5,2.17,No,5.0,0,1,1,1
NF-100120,2021-02-02,35.0,F ,Denver,United States,Plus,1,$49.00,Walk-in,1,1.03,3,4,5.86,Yes,5.0,1,0,0,0
NF-100173,2023-06-21,28.0,M,Portland,United States,Basic,1,$29.00,Website,30,1.76,7,3,5.86,Yes,5.0,1,1,0,0
NF-100562,2021-12-14,56.0,Female,Denver,United States,Basic,1,$29.00,Website,11,1.21,3,3,2.48,No,5.0,1,0,0,0
NF-101593,2021-06-13,40.0,Female,Columbus,United States,Plus,12,$49.00,Mobile App,5,1.31,3,0,1.02,Yes,4.0,0,1,0,0
NF-100544,2022-02-10,35.0,Male,Denver,United States,Basic,6,$29.00,Walk-in,13,1.45,7,0,1.11,No,7.0,0,0,0,0
NF-102864,2022-05-07,18.0,Male,Portland,United States,Plus,6,$49.00,Website,16,2.34,7,2,4.31,No,7.0,0,0,0,0
NF-100208,2021-07-25,16.0,F,Denver,United States,Basic,6,$34.00,Mobile App,7,1.58,5,0,0.98,No,6.0,1,0,0,0
NF-101504,2022-03-12,26.0,Female,Columbus,United States,Plus,6,$49.00,Mobile App,14,1.74,5,0,3.54,No,7.0,1,0,0,0
NF-100632,2021-04-28,36.0,Female,Portland,United States,Basic,6,$29.00,Walk-in,4,1.44,1,0,4.26,Yes,7.0,2,0,0,0
NF-100126,2023-07-25,48.0,female,Austin,United States,Basic,12,$29.00,Referral,31,20.1,16,0,5.09,Yes,9.0,0,0,0,0
NF-101204,2022-08-28,24.0,male,Austin,United States,Basic,1,$34.00,Website,20,3.38,10,0,2.08,Yes,9.0,0,1,0,0
NF-102917,2022-02-10,27.0,M,Portland,United States,Basic,1,$29.00,Website,13,2.86,9,11,5.58,No,7.0,0,1,0,0
NF-100183,2023-02-02,20.0,Female,Austin,United States,Basic,1,$29.00,Walk-in,25,1.7,6,0,6.24,Yes,5.0,0,0,0,0
NF-101188,2021-01-22,23.0,male,Portland,United States,Plus,24,$49.00,Website,1,2.48,10,0,6.25,No,8.0,0,0,1,1
NF-101802,2022-11-08,32.0,Male,Austin,United States,Basic,1,$25.00,Website,22,2.29,8,1,,Yes,6.0,0,0,1,1
NF-101082,2021-09-08,44.0,female,Portland,United States,Plus,1,$45.00,Walk-in,8,2.29,6,0,7.29,Yes,6.0,0,0,0,0
NF-102769,2021-12-18,21.0, Male,Denver,United States,Premium,12,$79.00,Referral,12,2.42,9,0,5.38,Yes,7.0,3,1,0,0
NF-102053,2021-07-13,54.0,Female,Columbus,United States,Plus,12,$45.00,Website,6,1.93,7,0,0.94,No,,0,1,0,0
NF-102761,2023-02-20,41.0,male,Denver,United States,Premium,24,$75.00,Mobile App,26,4.37,15,0,5.12,Yes,,0,0,0,0
NF-102610,2021-07-26,52.0,Female,Austin,United States,Premium,12,$79.00,Website,7,1.21,4,2,0.9,Yes,3.0,4,0,0,0
NF-100895,2023-09-04,45.0,F,Austin,United States,Premium,12,$84.00,Partner Promo,32,1.88,7,0,5.07,Yes,6.0,0,0,1,0
NF-100124,2022-03-07,47.0,F ,Austin,United States,Basic,1,$29.00,Website,14,1.76,6,3,9.28,Yes,5.0,1,0,1,1
NF-100216,2021-08-03,36.0,Male,Columbus,United States,Plus,6,$49.00,Website,7,2.23,7,0,10.02,Yes,4.0,1,0,0,0
NF-102810,2021-03-01,24.0,Male,Austin,United States,Plus,12,$49.00,Website,2,3.36,11,0,1.06,No,,0,2,0,0
NF-100166,2021-11-29,20.0,MALE,Denver,United States,Premium,12,$84.00,Walk-in,11,2.4,5,0,2.51,Yes,6.0,1,0,0,0
NF-101611,2021-02-25,57.0,Male,Denver,United States,Plus,12,$49.00,Website,2,3.09,11,0,2.08,No,6.0,0,0,0,0
NF-100404,2021-01-27,35.0,Male,Denver,United States,Plus,12,$49.00,Mobile App,1,1.12,4,0,3.68,Yes,4.0,1,0,0,0
NF-100228,2021-09-29,40.0,M,Portland,United States,Basic,1,$29.00,Referral,9,0.84,3,0,2.26,No,1.0,0,0,1,1
NF-101040,2021-02-18,51.0,F,Denver,United States,Premium,12,$84.00,Walk-in,2,1.01,3,0,4.3,No,6.0,1,1,0,0
NF-101027,2022-10-12,46.0,M,Boise,United States,Basic,6,$34.00,Mobile App,21,1.99,6,2,0.96,No,7.0,-1,0,0,0
NF-100471,2023-04-13,26.0,F ,Portland,United States,Basic,6,$34.00,Referral,27,2.35,8,0,4.38,Yes,6.0,0,1,0,0
NF-101253,2022-06-04,42.0,Male,Austin,United States,Basic,1,$25.00,Mobile App,17,2.75,11,0,2.4,Yes,,0,0,1,1
NF-102242,2022-07-11,20.0,female,Denver,United States,Plus,12,$49.00,Website,18,2.12,8,0,8.13,No,6.0,0,0,0,0
NF-101769,2021-01-14,36.0,Female,Portland,United States,Basic,1,$29.00,Walk-in,1,1.78,4,1,2.38,Yes,3.0,1,0,1,1
NF-101654,2021-04-19,,male,Columbus,United States,Plus,1,$45.00,Website,4,2.5,7,0,1.09,Yes,8.0,1,1,0,1
NF-101542,2022-03-31,31.0,Male,Denver,United States,Plus,6,$45.00,Mobile App,15,1.67,6,0,0.97,Yes,6.0,0,0,0,0
NF-102540,2021-12-03,29.0,Female,Austin,United States,Basic,1,$29.00,Referral,11,1.85,4,4,1.95,Yes,,1,0,0,0
NF-100302,2022-09-19,48.0,male,Denver,United States,Premium,24,$84.00,Walk-in,21,3.48,11,13,4.15,Yes,8.0,0,1,0,0
NF-100958,2022-01-10,38.0,female,Portland,United States,Basic,1,$29.00,Walk-in,12,1.17,4,0,1.44,Yes,,0,0,0,1
NF-100915,2022-04-08,19.0,Female,Austin,United States,Basic,1,$29.00,Website,15,1.51,4,0,2.71,No,,0,0,1,1
NF-102808,2022-01-20,21.0,Female,Boise,United States,Basic,6,$29.00,Website,13,4.63,13,26,1.69,No,8.0,0,2,0,0
NF-101894,2023-02-11,27.0,Female,Denver,United States,Basic,1,$29.00,Mobile App,25,2.17,7,0,2.99,Yes,5.0,0,0,0,0
NF-102210,2022-01-19,34.0,Other,Portland,United States,Plus,12,$54.00,Referral,13,4.52,15,0,0.92,Yes,10.0,0,2,0,0
NF-100086,2022-09-11,27.0,F,Portland,United States,Basic,1,$34.00,Walk-in,20,1.87,6,0,2.64,Yes,6.0,0,2,1,1
NF-100328,2022-10-09,29.0,MALE,Austin,United States,Basic,1,$29.00,Referral,21,2.59,10,1,12.99,Yes,7.0,0,1,0,0
NF-102245,2021-05-08,52.0,Female,Denver,United States,Basic,6,$29.00,Website,4,0.58,1,0,3.36,Yes,5.0,1,0,1,1
NF-101655,2023-06-24,29.0,female,Portland,United States,Basic,1,$34.00,Website,30,1.11,4,0,,No,6.0,1,0,0,0
NF-100371,2021-11-11,39.0,M,Denver,United States,Plus,6,$49.00,Website,10,2.48,7,0,2.35,Yes,6.0,0,1,0,0
NF-100317,2022-07-17,40.0,Female,Austin,United States,Plus,12,$49.00,Partner Promo,18,1.49,2,0,5.05,No,4.0,0,0,0,0
NF-101893,2022-01-07,16.0,F ,Denver,United States,Basic,1,$29.00,Walk-in,12,1.41,5,0,1.85,Yes,7.0,0,2,0,0
NF-102905,2022-10-19,36.0,Male,Columbus,United States,Basic,1,$34.00,Referral,22,2.83,9,0,1.36,Yes,9.0,0,2,0,0
NF-102342,2021-03-12,,Other,Portland,United States,Basic,6,$34.00,Mobile App,2,1.31,6,0,1.05,Yes,5.0,0,0,0,0
NF-100536,2023-03-30,58.0,female,Austin,United States,Plus,6,$49.00,Mobile App,27,2.85,9,0,3.47,No,7.0,2,0,0,0
NF-101171,2021-05-31,22.0,Female,Denver,United States,Premium,24,$79.00,Website,5,1.51,5,0,,No,7.0,1,1,0,0
NF-102132,2021-08-06,36.0,F,Raleigh,United States,Basic,1,$29.00,Mobile App,7,1.67,5,2,0.71,No,8.0,0,1,0,0
NF-101156,2021-01-25,45.0,Female,Denver,United States,Basic,12,$29.00,Referral,1,3.24,11,9,,Yes,6.0,0,0,0,0
NF-101868,2021-07-14,35.0,Female,Austin,United States,Plus,12,$49.00,Walk-in,6,5.21,17,0,1.3,Yes,10.0,0,1,0,0
NF-101165,2022-10-24,28.0,female,Columbus,United States,Basic,1,$25.00,Website,22,1.7,6,1,1.01,Yes,5.0,1,2,0,0
NF-101710,2023-03-07,21.0,Male,Denver,United States,Basic,1,$34.00,Website,26,0.66,3,0,0.72,Yes,5.0,2,0,1,1
NF-102869,2023-01-25,32.0,Male,Portland,United States,Plus,1,$45.00,Referral,25,1.72,4,0,1.82,Yes,7.0,1,0,1,1
NF-102094,2021-02-21,43.0,Female,Austin,United States,Plus,12,$49.00,Website,2,1.36,4,0,6.89,Yes,7.0,0,0,1,1
NF-100116,2023-07-31,40.0,Female,Denver,United States,Plus,6,$49.00,Walk-in,31,1.67,5,0,2.88,Yes,5.0,2,0,0,0
NF-100123,2021-01-15,25.0, Male,Columbus,United States,Basic,1,$29.00,Mobile App,1,2.48,7,0,4.07,No,8.0,0,1,0,0
NF-102572,2022-07-26,37.0,Male,Austin,United States,Basic,1,$29.00,Website,19,19.2,5,0,3.99,No,6.0,2,1,0,0
NF-101687,2023-07-17,51.0,MALE,Denver,United States,Plus,12,$45.00,Website,30,1.61,5,0,5.7,Yes,,1,0,1,1
NF-102095,2021-12-12,42.0,Male,Columbus,United States,Basic,1,$29.00,Website,11,4.36,14,0,4.45,Yes,8.0,0,0,0,0
NF-100660,2023-03-01,53.0,Female,Portland,United States,Basic,12,$34.00,Walk-in,26,1.16,3,0,0.96,No,3.0,0,0,0,0
NF-101119,2021-04-07,47.0,female,Austin,United States,Basic,6,$25.00,Mobile App,3,1.35,7,0,0.84,Yes,7.0,4,1,1,1
NF-101511,2021-06-30,54.0,Female,Austin,United States,Basic,6,$29.00,Referral,6,0.85,4,0,2.76,No,7.0,1,0,0,0
NF-101637,2023-09-07,39.0,F,Austin,United States,Basic,12,$29.00,Website,32,3.04,8,0,4.59,Yes,9.0,0,2,0,0
NF-101999,2023-09-17,37.0,M,Austin,United States,Basic,12,$29.00,Referral,33,1.86,8,0,1.95,Yes,6.0,0,0,0,0
NF-102360,2022-10-19,51.0,M,Austin,United States,Basic,6,$29.00,Referral,22,1.38,3,1,1.09,Yes,6.0,1,0,0,0
NF-101644,2021-03-13,37.0,FEMALE,Boise,United States,Premium,24,$75.00,Walk-in,2,1.93,6,4,2.78,Yes,7.0,0,0,0,0
NF-100899,2021-03-03,44.0,Female,Austin,United States,Premium,12,$79.00,Walk-in,2,4.74,16,0,1.18,Yes,9.0,0,1,0,0
NF-100584,2023-02-02,23.0,F ,Raleigh,United States,Plus,6,$54.00,Referral,25,2.58,9,0,2.31,No,8.0,0,0,0,0
NF-102985,2022-02-25,38.0,Male,Portland,United States,Plus,12,$45.00,Website,14,1.46,3,1,0.87,No,4.0,-1,0,1,1
NF-100870,2021-03-11,43.0,M,Denver,United States,Basic,12,$29.00,Walk-in,2,3.19,8,3,3.45,No,5.0,0,0,0,0
NF-102237,2022-07-24,27.0,Male,Austin,United States,Plus,12,$49.00,Walk-in,19,2.88,8,0,1.29,No,8.0,0,0,0,0
NF-101683,2021-01-29,51.0,female,Austin,United States,Basic,1,$29.00,Walk-in,1,2.22,6,0,9.8,No,,1,0,0,1
NF-102949,2022-12-07,38.0,Male,Denver,United States,Basic,1,$29.00,Mobile App,23,2.61,9,10,2.69,Yes,8.0,0,1,0,0
NF-101853,2022-12-11,16.0,female,Portland,United States,Plus,12,$49.00,Walk-in,23,1.76,8,0,2.3,No,7.0,0,0,0,0
NF-100583,2021-06-06,27.0,M,Columbus,United States,Plus,6,$54.00,Walk-in,5,4.71,16,0,7.6,Yes,9.0,0,1,0,0
NF-100719,2023-07-08,35.0,FEMALE,Austin,United States,Plus,12,$54.00,Referral,30,2.13,10,0,2.76,Yes,6.0,0,1,0,0
NF-102702,2022-12-30,66.0,M,Denver,United States,Basic,12,$34.00,Mobile App,24,4.03,13,0,11.53,Yes,9.0,0,2,0,0
NF-100370,2021-09-13,30.0,Male,Denver,United States,Basic,1,$29.00,Referral,8,2.51,8,5,11.68,Yes,6.0,0,0,1,1
NF-102174,2022-04-20,36.0,F,Denver,United States,Basic,12,$29.00,Walk-in,16,2.17,9,0,6.32,No,7.0,0,0,0,0
NF-102746,2022-11-11,38.0,Male,Denver,United States,Plus,6,$49.00,Website,22,4.08,13,5,,Yes,7.0,0,2,0,0
NF-102520,2021-05-11,25.0,other,Austin,United States,Basic,1,$29.00,Walk-in,4,3.8,12,0,1.0,No,8.0,0,0,0,0
NF-100630,2022-06-11,27.0,Female,Austin,United States,Basic,6,$25.00,Walk-in,17,1.51,6,5,1.33,Yes,5.0,0,1,0,0
NF-100693,2022-10-26,49.0,Male,Austin,United States,Basic,1,$29.00,Website,22,1.21,1,0,18.62,No,7.0,0,0,0,0
NF-101669,2021-03-02,47.0,Male,Raleigh,United States,Basic,6,$25.00,Mobile App,2,1.25,4,0,1.23,Yes,5.0,1,0,0,1
NF-101287,2021-09-15,29.0,Female,Austin,United States,Basic,1,$25.00,Mobile App,8,1.97,6,9,8.91,Yes,6.0,0,0,0,0
NF-102517,2021-06-20,46.0,M,Austin,United States,Basic,12,$29.00,Mobile App,6,1.96,7,0,3.24,Yes,5.0,0,0,1,1
NF-101508,2022-07-01,31.0,F,Boise,United States,Plus,12,$49.00,Website,18,2.88,7,5,1.02,Yes,7.0,1,0,0,0
NF-102614,2023-03-02,45.0,Male,Denver,United States,Basic,1,$29.00,Partner Promo,26,2.17,6,0,2.46,Yes,8.0,2,0,0,0
NF-100065,2021-11-04,24.0,Male,Portland,United States,Basic,12,$29.00,Walk-in,10,1.94,7,5,5.53,Yes,7.0,1,0,0,0
NF-101183,2021-11-09,27.0,Male,Austin,United States,Premium,12,$79.00,Website,10,3.88,13,8,0.76,Yes,9.0,0,3,0,0
NF-101264,2022-10-09,22.0,Male,Portland,United States,Basic,1,$29.00,Referral,21,1.11,3,0,4.79,No,5.0,2,0,1,1
NF-101455,2021-01-21,,Female,Denver,United States,Basic,1,$29.00, ,1,1.52,5,4,1.18,Yes,5.0,0,0,1,1
NF-100725,2021-01-31,27.0,MALE,Raleigh,United States,Plus,6,$54.00,Walk-in,1,1.58,6,0,1.19,Yes,,0,0,1,1
NF-102580,2022-06-19,50.0,F ,Raleigh,United States,Basic,1,$25.00,Walk-in,18,0.52,0,1,3.07,Yes,4.0,0,0,0,0
NF-100005,2023-02-02,34.0,male,Portland,United States,Premium,6,$75.00,Website,25,2.88,10,0,21.82,Yes,6.0,0,1,0,0
